hits,title,year,authors,key,ee
116,Vehicle Motion Planning With Joint Cartesian-Frenét MPC.,2022,Xuetao Xing & Bolin Zhao & Chao Han & Dongchun Ren & Huaxia Xia,journals/ral/XingZHRX22,https://doi.org/10.1109/LRA.2022.3194330
117,Learning to Assist Drone Landings.,2021,Kal Backman & Dana Kulic & Hoam Chung,journals/ral/BackmanKC21,https://doi.org/10.1109/LRA.2021.3062572
118,Detection and Control of Air Liquid Interface With an Open-Channel Microfluidic Chip for Circulating Tumor Cells Isolation From Human Whole Blood.,2020,Bilal Turan & Yusuke Tomori & Taisuke Masuda & Ruixuan Weng & Larina Tzu-Wei Shen & Satoshi Matsusaka & Fumihito Arai,journals/ral/TuranTMWSMA20,https://doi.org/10.1109/LRA.2020.3007476
119,Design and Control of a Piezo Drill for Robotic Piezo-Driven Cell Penetration.,2020,Changsheng Dai & Yu Sun 0001 & Liming Xin & Zhuoran Zhang 0001 & Guanqiao Shan & Tiancong Wang & Kaiwen Zhang 0005 & Xian Wang 0001 & Lap-Tak Chu & Changhai Ru,journals/ral/DaiSXZSWZWCR20,https://doi.org/10.1109/LRA.2019.2958734
120,An Efficient Follow-the-Leader Strategy for Continuum Robot Navigation and Coiling.,2021,Abdelkhalick Mohammad & Matteo Russo & Yihua Fang & Xin Dong 0011 & Dragos Axinte & James Kell,journals/ral/MohammadRFDAK21,https://doi.org/10.1109/LRA.2021.3097265
121,Design and Analysis of High-Stiffness Hyperredundant Manipulator With Sigma-Shaped Wire Path and Rolling Joints.,2021,Jae Min You & Hansoul Kim & Joonhwan Kim & Dong-Soo Kwon,journals/ral/YouKKK21,https://doi.org/10.1109/LRA.2021.3095029
122,Learning Deep NBNN Representations for Robust Place Categorization.,2017,Massimiliano Mancini & Samuel Rota Bulò & Elisa Ricci 0001 & Barbara Caputo,journals/ral/ManciniBRC17,https://doi.org/10.1109/LRA.2017.2705282
123,HDROmni: Optical Extension of Dynamic Range for Panoramic Robot Vision.,2021,Julien Ducrocq & Guillaume Caron & El Mustapha Mouaddib,journals/ral/DucrocqCM21,https://doi.org/10.1109/LRA.2021.3060642
124,Advantages of Bilinear Koopman Realizations for the Modeling and Control of Systems With Unknown Dynamics.,2021,Daniel Bruder & Xun Fu & Ram Vasudevan,journals/ral/BruderFV21,https://doi.org/10.1109/LRA.2021.3068117
125,Foot Placement Prediction for Assistive Walking by Fusing Sequential 3D Gaze and Environmental Context.,2021,Kuangen Zhang & Haiyuan Liu & Zixuan Fan & Xinxing Chen & Yuquan Leng & Clarence W. de Silva & Chenglong Fu 0001,journals/ral/ZhangLFCLSF21,https://doi.org/10.1109/LRA.2021.3062003
126,OriSnake: Design; Fabrication; and Experimental Analysis of a 3-D Origami Snake Robot.,2018,Ming Luo 0004 & Ruibo Yan & Zhenyu Wan & Yun Qin & Junius Santoso & Erik H. Skorina & Cagdas D. Onal,journals/ral/LuoYWQSSO18,https://doi.org/10.1109/LRA.2018.2800112
127,Surgical Tool Segmentation Using Generative Adversarial Networks With Unpaired Training Data.,2021,Zhongkai Zhang 0001 & Benoît Rosa & Florent Nageotte,journals/ral/ZhangRN21,https://doi.org/10.1109/LRA.2021.3092302
128,Spatiotemporal Monitoring of Melt-Pool Variations in Metal-Based Additive Manufacturing.,2022,Hui Yang 0003 & Siqi Zhang & Yan Lu & Paul Witherell & Soundar R. T. Kumara,journals/ral/YangZLWK22,https://doi.org/10.1109/LRA.2022.3187540
129,Reconstructing Occluded Elevation Information in Terrain Maps With Self-Supervised Learning.,2022,Maximilian Stölzle & Takahiro Miki & Levin Gerdes & Martin Azkarate & Marco Hutter 0001,journals/ral/StolzleMGAH22,https://doi.org/10.1109/LRA.2022.3141662
130,Multimodal Trip Hazard Affordance Detection on Construction Sites.,2018,Sean McMahon & Niko Sünderhauf & Ben Upcroft & Michael Milford,journals/ral/McMahonSUM18,https://doi.org/10.1109/LRA.2017.2719763
131,Clustering and Informative Path Planning for 3D Gas Distribution Mapping: Algorithms and Performance Evaluation.,2022,Chiara Ercolani & Lixuan Tang & Ankita Arun Humne & Alcherio Martinoli,journals/ral/ErcolaniTHM22,https://doi.org/10.1109/LRA.2022.3154026
132,Dynamic and Versatile Humanoid Walking via Embedding 3D Actuated SLIP Model With Hybrid LIP Based Stepping.,2020,Xiaobin Xiong & Aaron D. Ames,journals/ral/XiongA20,https://doi.org/10.1109/LRA.2020.3013924
133,A Dual Quaternion-Based Approach for Coordinate Calibration of Dual Robots in Collaborative Motion.,2020,Zhongtao Fu & Jiabin Pan & Emmanouil Spyrakos-Papastavridis & Xubing Chen & Miao Li,journals/ral/FuPSCL20,https://doi.org/10.1109/LRA.2020.2988407
134,Visual-Tactile Cross-Modal Data Generation Using Residue-Fusion GAN With Feature-Matching and Perceptual Losses.,2021,Shaoyu Cai & Kening Zhu & Yuki Ban & Takuji Narumi,journals/ral/CaiZBN21,https://doi.org/10.1109/LRA.2021.3095925
135,An Open Torque-Controlled Modular Robot Architecture for Legged Locomotion Research.,2020,Felix Grimminger & Avadesh Meduri & Majid Khadiv & Julian Viereck & Manuel Wüthrich & Maximilien Naveau & Vincent Berenz & Steve Heim & Felix Widmaier & Thomas Flayols & Jonathan Fiene & Alexander Badri-Spröwitz & Ludovic Righetti,journals/ral/GrimmingerMKVWN20,https://doi.org/10.1109/LRA.2020.2976639
136,PANet: A Pixel-Level Attention Network for 6D Pose Estimation With Embedding Vector Features.,2022,Tao Xie & Ke Wang 0028 & Ruifeng Li & Xinyue Tang & Lijun Zhao 0003,journals/ral/XieWLTZ22,https://doi.org/10.1109/LRA.2021.3136873
137,Analytical Design of a Pneumatic Elastomer Robot With Deterministically Adjusted Stiffness.,2021,Uksang Yoo & Yang Liu 0205 & Ashish D. Deshpande & Farshid Alambeigi,journals/ral/YooLDA21,https://doi.org/10.1109/LRA.2021.3100608
138,Optimal Linearization via Quadratic Programming.,2020,Junjie Shen 0002 & Dennis W. Hong,journals/ral/ShenH20,https://doi.org/10.1109/LRA.2020.3002449
139,A 3D Printed Soft Robotic Gripper With a Variable Stiffness Enabled by a Novel Positive Pressure Layer Jamming Technology.,2022,George B. Crowley & Xianpai Zeng & Hai-Jun Su,journals/ral/CrowleyZS22,https://doi.org/10.1109/LRA.2022.3157448
140,GaitMesh: Controller-Aware Navigation Meshes for Long-Range Legged Locomotion Planning in Multi-Layered Environments.,2020,Martim Brandão & Omer Burak Aladag & Ioannis Havoutis,journals/ral/BrandaoAH20,https://doi.org/10.1109/LRA.2020.2979628
141,Distributed Proprioception of 3D Configuration in Soft; Sensorized Robots via Deep Learning.,2020,Ryan L. Truby & Cosimo Della Santina & Daniela Rus,journals/ral/TrubySR20,https://doi.org/10.1109/LRA.2020.2976320
142,Analytical Modeling of a Membrane-Based Pneumatic Soft Gripper.,2022,Sachin Sachin & Zhongkui Wang & Takahiro Matsuno & Shinichi Hirai,journals/ral/SachinWMH22,https://doi.org/10.1109/LRA.2022.3183794
143,Efficient Robotic Object Search Via HIEM: Hierarchical Policy Learning With Intrinsic-Extrinsic Modeling.,2021,Xin Ye & Yezhou Yang,journals/ral/YeY21,https://doi.org/10.1109/LRA.2021.3068906
144,A Benchmarking Platform and a Control Allocation Method for Improving the Efficiency of Coaxial Rotor Systems.,2022,Joao Buzzatto & Minas V. Liarokapis,journals/ral/BuzzattoL22,https://doi.org/10.1109/LRA.2022.3153999
145,On the Development of Adaptive; Tendon-Driven; Wearable Exo-Gloves for Grasping Capabilities Enhancement.,2019,Lucas Gerez & Junan Chen & Minas V. Liarokapis,journals/ral/GerezCL19,https://doi.org/10.1109/LRA.2019.2890853
146,Roadmap Learning for Probabilistic Occupancy Maps With Topology-Informed Growing Neural Gas.,2021,Manish Saroya & Graeme Best & Geoffrey A. Hollinger,journals/ral/SaroyaBH21,https://doi.org/10.1109/LRA.2021.3068886
147,Modeling and Characterizing Two Dielectric Elastomer Folding Actuators for Origami-Inspired Robot.,2022,Yang Li & Ting Zhang 0005,journals/ral/LiZ22,https://doi.org/10.1109/LRA.2022.3205772
148,Where to go Next: Learning a Subgoal Recommendation Policy for Navigation in Dynamic Environments.,2021,Bruno Brito & Michael Everett & Jonathan P. How & Javier Alonso-Mora,journals/ral/BritoEHA21,https://doi.org/10.1109/LRA.2021.3068662
149,Dig-Grasping via Direct Quasistatic Interaction Using Asymmetric Fingers: An Approach to Effective Bin Picking.,2021,Zhekai Tong & Yu Hin Ng & Chung Hee Kim & Tierui He & Jungwon Seo,journals/ral/TongNKHS21,https://doi.org/10.1109/LRA.2021.3062250
150,Automated Fiber Embedding for Soft Mechatronic Components.,2021,Thileepan Stalin & Snehal Jain & Naresh Kumar Thanigaivel & J. E. M. Teoh & Plamootil Mathai Aby Raj & Pablo Valdivia y Alvarado,journals/ral/StalinJTTRA21,https://doi.org/10.1109/LRA.2021.3067244
151,Endo-Depth-and-Motion: Reconstruction and Tracking in Endoscopic Videos Using Depth Networks and Photometric Constraints.,2021,David Recasens & José Lamarca & José M. Fácil & J. M. M. Montiel & Javier Civera,journals/ral/RecasensLFMC21,https://doi.org/10.1109/LRA.2021.3095528
152,Hierarchical 2.5-D Scene Alignment for Change Detection With Large Viewpoint Differences.,2016,Dennis W. J. M. van de Wouw & Gijs Dubbelman & Peter H. N. de With,journals/ral/WouwDW16,https://doi.org/10.1109/LRA.2016.2520561
153,Image Translation Based Synthetic Data Generation for Industrial Object Detection and Pose Estimation.,2022,Xu Yang & Xiumin Fan & Jinge Wang & Kunbo Lee,journals/ral/YangFWL22,https://doi.org/10.1109/LRA.2022.3180403
154,Tra2Tra: Trajectory-to-Trajectory Prediction With a Global Social Spatial-Temporal Attentive Neural Network.,2021,Yi Xu 0005 & Dongchun Ren & Mingxia Li & Yuehai Chen & Mingyu Fan & Huaxia Xia,journals/ral/XuRLCFX21,https://doi.org/10.1109/LRA.2021.3057326
155,Linear Matrix Inequalities for Physically Consistent Inertial Parameter Identification: A Statistical Perspective on the Mass Distribution.,2018,Patrick M. Wensing & Sangbae Kim & Jean-Jacques E. Slotine,journals/ral/WensingKS18,https://doi.org/10.1109/LRA.2017.2729659
156,Real-Time Motion Planning for Aerial Videography With Real-Time With Dynamic Obstacle Avoidance and Viewpoint Optimization.,2017,Tobias Nägeli & Javier Alonso-Mora & Alexander Domahidi & Daniela Rus & Otmar Hilliges,journals/ral/NageliADRH17,https://doi.org/10.1109/LRA.2017.2665693
157,Autonomous and Cooperative Design of the Monitor Positions for a Team of UAVs to Maximize the Quantity and Quality of Detected Objects.,2020,Dimitrios I. Koutras & Athanasios Ch. Kapoutsis & Elias B. Kosmatopoulos,journals/ral/KoutrasKK20,https://doi.org/10.1109/LRA.2020.3004780
158,Benchmarking Protocol for Grasp Planning Algorithms.,2020,Yasemin Bekiroglu & Naresh Marturi & Máximo A. Roa & Komlan Jean Maxime Adjigble & Tommaso Pardi & Cindy Grimm & Ravi Balasubramanian & Kaiyu Hang & Rustam Stolkin,journals/ral/BekirogluMRAPGB20,https://doi.org/10.1109/LRA.2019.2956411
159,Uncertainty-Aware Model-Based Offline Reinforcement Learning for Automated Driving.,2023,Christopher Diehl & Timo Sievernich & Martin Krüger & Frank Hoffmann 0001 & Torsten Bertram,journals/ral/DiehlSKHB23,https://doi.org/10.1109/LRA.2023.3236579
160,A Novel Robust Hexarotor Capable of Static Hovering in Presence of Propeller Failure.,2021,Elgiz Baskaya & Mahmoud Hamandi & Murat Bronz & Antonio Franchi,journals/ral/BaskayaHBF21,https://doi.org/10.1109/LRA.2021.3067182
161,Design of a Portable Pneumatic Power Source With High Output Pressure for Wearable Robotic Applications.,2018,Sangjoon Jonathan Kim & Handdeut Chang & Junghoon Park & Jung Kim,journals/ral/KimCPK18,https://doi.org/10.1109/LRA.2018.2864823
162,Real-Time Model Predictive Control and System Identification Using Differentiable Simulation.,2023,Sirui Chen & Keenon Werling & Albert Wu & C. Karen Liu,journals/ral/ChenWWL23,https://doi.org/10.1109/LRA.2022.3226027
163,Humanoid Control Under Interchangeable Fixed and Sliding Unilateral Contacts.,2021,Saeid Samadi & Julien Roux & Arnaud Tanguy & Stéphane Caron & Abderrahmane Kheddar,journals/ral/SamadiRTCK21,https://doi.org/10.1109/LRA.2021.3066965
164,Contactless Robotic Micromanipulation in Air Using a Magneto-Acoustic System.,2019,Omid Youssefi & Eric D. Diller,journals/ral/YoussefiD19,https://doi.org/10.1109/LRA.2019.2896444
165,Continuous Task Transition Approach for Robot Controller Based on Hierarchical Quadratic Programming.,2019,Sanghyun Kim & Keunwoo Jang & Suhan Park & Yisoo Lee & Sang Yup Lee & Jaeheung Park,journals/ral/KimJPLLP19,https://doi.org/10.1109/LRA.2019.2896769
166,sEMG-Based Human-in-the-Loop Control of Elbow Assistive Robots for Physical Tasks and Muscle Strength Training.,2020,Roberto Meattini & Davide Chiaravalli & Gianluca Palli & Claudio Melchiorri,journals/ral/MeattiniCPM20,https://doi.org/10.1109/LRA.2020.3010741
167,The Wheelbot: A Jumping Reaction Wheel Unicycle.,2022,Andreas Rene Geist & Jonathan Fiene & Naomi Tashiro & Zheng Jia & Sebastian Trimpe,journals/ral/GeistFTJT22,https://doi.org/10.1109/LRA.2022.3192654
168,An Ergonomic Shared Workspace Analysis Framework for the Optimal Placement of a Compact Master Control Console.,2020,Dandan Zhang & Jindong Liu & Anzhu Gao & Guang-Zhong Yang,journals/ral/ZhangLGY20,https://doi.org/10.1109/LRA.2020.2974428
169,Efficacy of Mechanical Weeding Tools: A Study Into Alternative Weed Management Strategies Enabled by Robotics.,2018,Chris McCool & James Beattie 0001 & Jennifer Firn & Christopher F. Lehnert & Jason Kulk & Owen Bawden & Ray Russell & Tristan Perez,journals/ral/McCoolBFLKBRP18,https://doi.org/10.1109/LRA.2018.2794619
170,37; 000 Human-Planned Robotic Grasps With Six Degrees of Freedom.,2020,Victor Reyes Osorio & Rajan Iyengar & Xueyang Yao & Presish Bhattachan & Adrian Ragobar & Nolan Dey & Bryan P. Tripp,journals/ral/OsorioIYBRDT20,https://doi.org/10.1109/LRA.2020.2976295
171,Designing Soft Pneumatic Actuators for Thumb Movements.,2021,Yuanyuan Wang & Shota Kokubu & Zhongchao Zhou & Xinyao Guo & Ya-Hsin Hsueh & Wenwei Yu,journals/ral/WangKZGHY21,https://doi.org/10.1109/LRA.2021.3105799
172,A Formal Characterization of Black-Box System Safety Performance With Scenario Sampling.,2022,Bowen Weng & Linda Capito & Ümit Özgüner & Keith A. Redmill,journals/ral/WengCOR22,https://doi.org/10.1109/LRA.2021.3122517
173,qpSWIFT: A Real-Time Sparse Quadratic Program Solver for Robotic Applications.,2019,Abhishek Goud Pandala & Yanran Ding & Hae-Won Park,journals/ral/PandalaDP19,https://doi.org/10.1109/LRA.2019.2926664
174,SDFEst: Categorical Pose and Shape Estimation of Objects From RGB-D Using Signed Distance Fields.,2022,Leonard Bruns & Patric Jensfelt,journals/ral/BrunsJ22,https://doi.org/10.1109/LRA.2022.3189792
175,Homotopic Approach for Robot Allocation Optimization Coupled With Path Constraints.,2020,Weiran Yao & Naiming Qi & Yongbei Liu & Song Xu & Desong Du,journals/ral/YaoQLXD20,https://doi.org/10.1109/LRA.2019.2944060
176,Biomechanical Motion Planning for a Wearable Robotic Forearm.,2021,Vighnesh Vatsal & Guy Hoffman,journals/ral/VatsalH21,https://doi.org/10.1109/LRA.2021.3071675
177,Robotic Threading from a Gel-like Substance Based on Impedance Control With Force Tracking.,2022,Houari Bettahar & P. A. Diluka Harischandra & Quan Zhou 0001,journals/ral/BettaharHZ22,https://doi.org/10.1109/LRA.2021.3116697
178,Measuring Interaction Bandwidth During Physical Human-Robot Collaboration.,2022,Aleksandra Kalinowska & Millicent Schlafly & Kyra Rudy & Jules P. A. Dewald & Todd D. Murphey,journals/ral/KalinowskaSRDM22,https://doi.org/10.1109/LRA.2022.3219026
179,Fruit Quantity and Ripeness Estimation Using a Robotic Vision System.,2018,Michael Halstead & Christopher McCool & Simon Denman & Tristan Perez & Clinton Fookes,journals/ral/HalsteadMDPF18,https://doi.org/10.1109/LRA.2018.2849514
180,Long-Term Localization Using Semantic Cues in Floor Plan Maps.,2023,Nicky Zimmerman & Tiziano Guadagnino & Xieyuanli Chen & Jens Behley & Cyrill Stachniss,journals/ral/ZimmermanGCBS23,https://doi.org/10.1109/LRA.2022.3223556
181,HoloNeedle: Augmented Reality Guidance System for Needle Placement Investigating the Advantages of Three-Dimensional Needle Shape Reconstruction.,2018,Michael A. Lin & Alexa F. Siu & Jung Hwa Bae & Mark R. Cutkosky & Bruce L. Daniel,journals/ral/LinSBCD18,https://doi.org/10.1109/LRA.2018.2863381
182,Haptic-Based Shared-Control Methods for a Dual-Arm System.,2018,Mario Selvaggio & Firas Abi-Farraj & Claudio Pacchierotti & Paolo Robuffo Giordano & Bruno Siciliano,journals/ral/SelvaggioAPGS18,https://doi.org/10.1109/LRA.2018.2864353
183,GFPNet: A Deep Network for Learning Shape Completion in Generic Fitted Primitives.,2020,Tiberiu T. Cocias & Alexandru Razvant & Sorin Mihai Grigorescu,journals/ral/CociasRG20,https://doi.org/10.1109/LRA.2020.3000851
184,Combining Wearable Finger Haptics and Augmented Reality: User Evaluation Using an External Camera and the Microsoft HoloLens.,2018,Leonardo Meli & Claudio Pacchierotti & Gionata Salvietti & Francesco Chinello & Maurizio Maisto & Alessandro De Luca 0001 & Domenico Prattichizzo,journals/ral/MeliPSCMLP18,https://doi.org/10.1109/LRA.2018.2864354
185,S2worm: A Fast-Moving Untethered Insect-Scale Robot With 2-DoF Transmission Mechanism.,2022,Yide Liu & Yanhong Chen & Bo Feng & Dongqi Wang & Taishan Liu & Haofei Zhou & Hua Li & Shaoxing Qu & Wei Yang,journals/ral/LiuCFWLZLQY22,https://doi.org/10.1109/LRA.2022.3176435
186,Hybrid Visual Servoing With Hierarchical Task Composition for Aerial Manipulation.,2016,Vincenzo Lippiello & Jonathan Cacace & Angel Santamaria-Navarro & Juan Andrade-Cetto & Miguel Angel Trujillo & Yamnia Rodríguez Esteves & Antidio Viguria,journals/ral/LippielloCSATEV16,https://doi.org/10.1109/LRA.2015.2510749
187,A Unified Approach for Autonomous Volumetric Exploration of Large Scale Environments Under Severe Odometry Drift.,2021,Lukas Maximilian Schmid & Victor Reijgwart & Lionel Ott & Juan I. Nieto 0001 & Roland Siegwart & César Cadena 0001,journals/ral/SchmidRONSC21,https://doi.org/10.1109/LRA.2021.3068954
188,Global-Reasoned Multi-Task Learning Model for Surgical Scene Understanding.,2022,Seenivasan Lalithkumar & Sai Mitheran & Mobarakol Islam & Hongliang Ren 0001,journals/ral/LalithkumarMIR22,https://doi.org/10.1109/LRA.2022.3146544
189,Tactile Perception Based on Injected Vibration in Soft Sensor.,2021,Naoto Komeno & Takamitsu Matsubara,journals/ral/KomenoM21,https://doi.org/10.1109/LRA.2021.3075664
190,The Oxford Multimotion Dataset: Multiple SE(3) Motions With Ground Truth.,2019,Kevin Michael Judd & Jonathan D. Gammell,journals/ral/JuddG19,https://doi.org/10.1109/LRA.2019.2892656
191,Benchmark for Bimanual Robotic Manipulation of Semi-Deformable Objects.,2020,Konstantinos I. Chatzilygeroudis & Bernardo Fichera & Ilaria Lauzana & Fanjun Bu & Kunpeng Yao & Farshad Khadivar & Aude Billard,journals/ral/Chatzilygeroudis20,https://doi.org/10.1109/LRA.2020.2972837
192,Antagonist Inhibition Control in Redundant Tendon-Driven Structures Based on Human Reciprocal Innervation for Wide Range Limb Motion of Musculoskeletal Humanoids.,2017,Kento Kawaharazuka & Masaya Kawamura & Shogo Makino & Yuki Asano & Kei Okada & Masayuki Inaba,journals/ral/KawaharazukaKMA17,https://doi.org/10.1109/LRA.2017.2720854
